,Name,Location,Area,JobId,JobType,Link,Department,PrivateAdvertiser,Featured,Datetime,Class,Subclass,Remark
1304,On-Site Manager,Wellington,Wellington Central,50481773,standard,https://www.seek.co.nz/job/50481773?type=standard#searchRequestToken=5c9fd21e-aaf9-4d97-a15e-41c670472c8c,Stonewood Group Ltd,0,0,2022-11-26 16:59,administration & office support,receptionists,
1305,Business Professional - Temporary Opportunities,Canterbury,Christchurch,50482020,standout,https://www.seek.co.nz/job/50482020?type=standout#searchRequestToken=5c9fd21e-aaf9-4d97-a15e-41c670472c8c,Enterprise Recruitment,0,0,2022-11-26 16:59,administration & office support,office management,
1306,Seeking Executive Support Candidates,Wellington,,50504568,standout,https://www.seek.co.nz/job/50504568?type=standout#searchRequestToken=5c9fd21e-aaf9-4d97-a15e-41c670472c8c,GBL Personnel,0,0,2022-11-29 16:59,administration & office support,administrative assistants,
1307,Pa / Team Administrators,Wellington,,50494221,standard,https://www.seek.co.nz/job/50494221?type=standard#searchRequestToken=5c9fd21e-aaf9-4d97-a15e-41c670472c8c,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
1308,Temporary Service Coordinator,Auckland,Auckland Central,50518469,standout,https://www.seek.co.nz/job/50518469?type=standout#searchRequestToken=5c9fd21e-aaf9-4d97-a15e-41c670472c8c,Graham Consulting,0,0,2022-12-03 16:59,administration & office support,administrative assistants,
1309,Senior Executive Assistant,Wellington,,50494425,standard,https://www.seek.co.nz/job/50494425?type=standard#searchRequestToken=5c9fd21e-aaf9-4d97-a15e-41c670472c8c,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
1310,Executive Assistant,"WellingtonWellington,Attractive remuneration",,50494228,standout,https://www.seek.co.nz/job/50494228?type=standout#searchRequestToken=9ed8be0d-eab1-488c-9707-2018aaae9e93,Robert Walters,0,0,2022-11-28 16:59,nan,nan,attractive remuneration
1311,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50556279,standout,https://www.seek.co.nz/job/50556279?type=standout#searchRequestToken=9ed8be0d-eab1-488c-9707-2018aaae9e93,Asset Recruitment Ltd,0,0,2022-12-10 16:59,nan,nan,competitive hourly rates $$
1312,Document Controller - Waikeria,Waikato,Rest of Waikato,50486421,standard,https://www.seek.co.nz/job/50486421?type=standard#searchRequestToken=9ed8be0d-eab1-488c-9707-2018aaae9e93,Stellar Recruitment,0,0,2022-11-27 16:59,administration & office support,records management & document control,
1313,Key Account Manager,Auckland,Auckland Central,50490062,standout,https://www.seek.co.nz/job/50490062?type=standout#searchRequestToken=9ed8be0d-eab1-488c-9707-2018aaae9e93,Hays Talent Solutions,0,0,2022-11-27 16:59,administration & office support,client & sales administration,
1314,Executive Assistant,Wellington,"Wellington CentralWellington Central,Competitive hourly rate",50488000,standout,https://www.seek.co.nz/job/50488000?type=standout#searchRequestToken=9ed8be0d-eab1-488c-9707-2018aaae9e93,one eighty recruitment,0,0,2022-11-27 16:59,nan,nan,competitive hourly rate
1315,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50524865,standout,https://www.seek.co.nz/job/50524865?type=standout#searchRequestToken=9ed8be0d-eab1-488c-9707-2018aaae9e93,Asset Recruitment Ltd,0,0,2022-12-04 16:59,nan,nan,competitive hourly rates $$
1316,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50477118,standout,https://www.seek.co.nz/job/50477118?type=standout#searchRequestToken=9ed8be0d-eab1-488c-9707-2018aaae9e93,Asset Recruitment Ltd,0,0,2022-11-26 16:59,nan,nan,competitive hourly rates $$
1317,Executive Assistant,Wellington,,50496571,standout,https://www.seek.co.nz/job/50496571?type=standout#searchRequestToken=9ed8be0d-eab1-488c-9707-2018aaae9e93,Alpha Recruitment - NZ,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
1318,Contracts Administrator,Northland,Rest of Northland,50490283,standard,https://www.seek.co.nz/job/50490283?type=standard#searchRequestToken=eb774972-23fc-473d-8562-070e6f428c50,X4 Construction,0,0,2022-11-27 16:59,administration & office support,contracts administration,
1319,Customer Service & Sales Support,Manawatu,Rest of Manawatu,50501057,standout,https://www.seek.co.nz/job/50501057?type=standout#searchRequestToken=eb774972-23fc-473d-8562-070e6f428c50,JOYN,0,0,2022-11-29 16:59,administration & office support,client & sales administration,
1320,Experienced Executive & Personal Assistants,Wellington,Wellington Central,50625980,standout,https://www.seek.co.nz/job/50625980?type=standout#searchRequestToken=eb774972-23fc-473d-8562-070e6f428c50,GBL Personnel,0,0,2022-12-20 16:59,administration & office support,"pa, ea & secretarial",
1321,"Resource Coordinator - Construction (Plant, Material, Supplies)",Auckland,Auckland Central,50487373,standout,https://www.seek.co.nz/job/50487373?type=standout#searchRequestToken=eb774972-23fc-473d-8562-070e6f428c50,Piritahi,0,0,2022-11-27 16:59,administration & office support,administrative assistants,
1322,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50597464,standout,https://www.seek.co.nz/job/50597464?type=standout#searchRequestToken=eb774972-23fc-473d-8562-070e6f428c50,Asset Recruitment Ltd,0,0,2022-12-17 16:59,nan,nan,competitive hourly rates $$
1323,Team Administrator,Auckland,Auckland Central,50475507,standout,https://www.seek.co.nz/job/50475507?type=standout#searchRequestToken=eb774972-23fc-473d-8562-070e6f428c50,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-24 16:59,administration & office support,administrative assistants,
1324,Executive Assistant,Wellington,,50508497,standard,https://www.seek.co.nz/job/50508497?type=standard#searchRequestToken=eb774972-23fc-473d-8562-070e6f428c50,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-30 16:59,administration & office support,"pa, ea & secretarial",
1325,Sales Administrator And Support,Auckland,Auckland Central,50482675,standout,https://www.seek.co.nz/job/50482675?type=standout#searchRequestToken=eb774972-23fc-473d-8562-070e6f428c50,Uniform Group (Auckland) Ltd,0,0,2022-11-26 16:59,administration & office support,client & sales administration,
1326,Customer Service And Sales Support,Auckland,Auckland Central,50490247,standout,https://www.seek.co.nz/job/50490247?type=standout#searchRequestToken=eb774972-23fc-473d-8562-070e6f428c50,Wellfit-Wstar,0,0,2022-11-27 16:59,administration & office support,client & sales administration,
1327,Experienced Administrator,Canterbury,Christchurch,50490876,standard,https://www.seek.co.nz/job/50490876?type=standard#searchRequestToken=eb774972-23fc-473d-8562-070e6f428c50,Adecco Office,0,0,2022-11-27 16:59,administration & office support,administrative assistants,
1328,Category Manager,Auckland,Auckland Central,50524687,standout,https://www.seek.co.nz/job/50524687?type=standout#searchRequestToken=eb774972-23fc-473d-8562-070e6f428c50,Bidfood,0,0,2022-12-04 16:59,administration & office support,other,
1329,Administrator - Temps,Auckland,"Auckland CentralAuckland Central,Competitive hourly rate depending on experience",50478359,standout,https://www.seek.co.nz/job/50478359?type=standout#searchRequestToken=eb774972-23fc-473d-8562-070e6f428c50,Recruitment Studio,0,0,2022-11-26 16:59,nan,nan,competitive hourly rate depending on experience
1330,Temp Receptionists/Administrators - Ad Agencies/Music Companies,Auckland,Auckland Central,50488787,standard,https://www.seek.co.nz/job/50488787?type=standard#searchRequestToken=eb774972-23fc-473d-8562-070e6f428c50,Metro Recruitment Ltd,0,0,2022-11-27 16:59,administration & office support,receptionists,
1331,Graduates With Office Administration Experience!,Wellington,,50481639,standout,https://www.seek.co.nz/job/50481639?type=standout#searchRequestToken=eb774972-23fc-473d-8562-070e6f428c50,GBL Personnel,0,0,2022-11-26 16:59,administration & office support,administrative assistants,
1332,On-Site Manager,Wellington,Wellington Central,50481773,standard,https://www.seek.co.nz/job/50481773?type=standard#searchRequestToken=eb774972-23fc-473d-8562-070e6f428c50,Stonewood Group Ltd,0,0,2022-11-26 16:59,administration & office support,receptionists,
1333,Business Professional - Temporary Opportunities,Canterbury,Christchurch,50482020,standout,https://www.seek.co.nz/job/50482020?type=standout#searchRequestToken=eb774972-23fc-473d-8562-070e6f428c50,Enterprise Recruitment,0,0,2022-11-26 16:59,administration & office support,office management,
1334,Seeking Executive Support Candidates,Wellington,,50504568,standout,https://www.seek.co.nz/job/50504568?type=standout#searchRequestToken=eb774972-23fc-473d-8562-070e6f428c50,GBL Personnel,0,0,2022-11-29 16:59,administration & office support,administrative assistants,
1335,Pa / Team Administrators,Wellington,,50494221,standard,https://www.seek.co.nz/job/50494221?type=standard#searchRequestToken=eb774972-23fc-473d-8562-070e6f428c50,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
1336,Temporary Service Coordinator,Auckland,Auckland Central,50518469,standout,https://www.seek.co.nz/job/50518469?type=standout#searchRequestToken=eb774972-23fc-473d-8562-070e6f428c50,Graham Consulting,0,0,2022-12-03 16:59,administration & office support,administrative assistants,
1337,Senior Executive Assistant,Wellington,,50494425,standard,https://www.seek.co.nz/job/50494425?type=standard#searchRequestToken=eb774972-23fc-473d-8562-070e6f428c50,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
1338,Executive Assistant,"WellingtonWellington,Attractive remuneration",,50494228,standout,https://www.seek.co.nz/job/50494228?type=standout#searchRequestToken=ee2342d4-59ef-410c-a499-a48d8a794c9d,Robert Walters,0,0,2022-11-28 16:59,nan,nan,attractive remuneration
1339,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50556279,standout,https://www.seek.co.nz/job/50556279?type=standout#searchRequestToken=ee2342d4-59ef-410c-a499-a48d8a794c9d,Asset Recruitment Ltd,0,0,2022-12-10 16:59,nan,nan,competitive hourly rates $$
1340,Document Controller - Waikeria,Waikato,Rest of Waikato,50486421,standard,https://www.seek.co.nz/job/50486421?type=standard#searchRequestToken=ee2342d4-59ef-410c-a499-a48d8a794c9d,Stellar Recruitment,0,0,2022-11-27 16:59,administration & office support,records management & document control,
1341,Key Account Manager,Auckland,Auckland Central,50490062,standout,https://www.seek.co.nz/job/50490062?type=standout#searchRequestToken=ee2342d4-59ef-410c-a499-a48d8a794c9d,Hays Talent Solutions,0,0,2022-11-27 16:59,administration & office support,client & sales administration,
1342,Executive Assistant,Wellington,"Wellington CentralWellington Central,Competitive hourly rate",50488000,standout,https://www.seek.co.nz/job/50488000?type=standout#searchRequestToken=ee2342d4-59ef-410c-a499-a48d8a794c9d,one eighty recruitment,0,0,2022-11-27 16:59,nan,nan,competitive hourly rate
1343,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50524865,standout,https://www.seek.co.nz/job/50524865?type=standout#searchRequestToken=ee2342d4-59ef-410c-a499-a48d8a794c9d,Asset Recruitment Ltd,0,0,2022-12-04 16:59,nan,nan,competitive hourly rates $$
1344,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50477118,standout,https://www.seek.co.nz/job/50477118?type=standout#searchRequestToken=ee2342d4-59ef-410c-a499-a48d8a794c9d,Asset Recruitment Ltd,0,0,2022-11-26 16:59,nan,nan,competitive hourly rates $$
1345,Executive Assistant,Wellington,,50496571,standout,https://www.seek.co.nz/job/50496571?type=standout#searchRequestToken=ee2342d4-59ef-410c-a499-a48d8a794c9d,Alpha Recruitment - NZ,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
1346,Contracts Administrator,Northland,Rest of Northland,50490283,standard,https://www.seek.co.nz/job/50490283?type=standard#searchRequestToken=c72586f9-0dac-4946-aece-05704e6044c5,X4 Construction,0,0,2022-11-27 16:59,administration & office support,contracts administration,
1347,Customer Service & Sales Support,Manawatu,Rest of Manawatu,50501057,standout,https://www.seek.co.nz/job/50501057?type=standout#searchRequestToken=c72586f9-0dac-4946-aece-05704e6044c5,JOYN,0,0,2022-11-29 16:59,administration & office support,client & sales administration,
1348,Experienced Executive & Personal Assistants,Wellington,Wellington Central,50625980,standout,https://www.seek.co.nz/job/50625980?type=standout#searchRequestToken=c72586f9-0dac-4946-aece-05704e6044c5,GBL Personnel,0,0,2022-12-20 16:59,administration & office support,"pa, ea & secretarial",
1349,"Resource Coordinator - Construction (Plant, Material, Supplies)",Auckland,Auckland Central,50487373,standout,https://www.seek.co.nz/job/50487373?type=standout#searchRequestToken=c72586f9-0dac-4946-aece-05704e6044c5,Piritahi,0,0,2022-11-27 16:59,administration & office support,administrative assistants,
1350,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50597464,standout,https://www.seek.co.nz/job/50597464?type=standout#searchRequestToken=c72586f9-0dac-4946-aece-05704e6044c5,Asset Recruitment Ltd,0,0,2022-12-17 16:59,nan,nan,competitive hourly rates $$
1351,Team Administrator,Auckland,Auckland Central,50475507,standout,https://www.seek.co.nz/job/50475507?type=standout#searchRequestToken=c72586f9-0dac-4946-aece-05704e6044c5,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-24 16:59,administration & office support,administrative assistants,
1352,Executive Assistant,Wellington,,50508497,standard,https://www.seek.co.nz/job/50508497?type=standard#searchRequestToken=c72586f9-0dac-4946-aece-05704e6044c5,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-30 16:59,administration & office support,"pa, ea & secretarial",
1353,Sales Administrator And Support,Auckland,Auckland Central,50482675,standout,https://www.seek.co.nz/job/50482675?type=standout#searchRequestToken=c72586f9-0dac-4946-aece-05704e6044c5,Uniform Group (Auckland) Ltd,0,0,2022-11-26 16:59,administration & office support,client & sales administration,
1354,Customer Service And Sales Support,Auckland,Auckland Central,50490247,standout,https://www.seek.co.nz/job/50490247?type=standout#searchRequestToken=c72586f9-0dac-4946-aece-05704e6044c5,Wellfit-Wstar,0,0,2022-11-27 16:59,administration & office support,client & sales administration,
1355,Experienced Administrator,Canterbury,Christchurch,50490876,standard,https://www.seek.co.nz/job/50490876?type=standard#searchRequestToken=c72586f9-0dac-4946-aece-05704e6044c5,Adecco Office,0,0,2022-11-27 16:59,administration & office support,administrative assistants,
1356,Category Manager,Auckland,Auckland Central,50524687,standout,https://www.seek.co.nz/job/50524687?type=standout#searchRequestToken=c72586f9-0dac-4946-aece-05704e6044c5,Bidfood,0,0,2022-12-04 16:59,administration & office support,other,
1357,Administrator - Temps,Auckland,"Auckland CentralAuckland Central,Competitive hourly rate depending on experience",50478359,standout,https://www.seek.co.nz/job/50478359?type=standout#searchRequestToken=c72586f9-0dac-4946-aece-05704e6044c5,Recruitment Studio,0,0,2022-11-26 16:59,nan,nan,competitive hourly rate depending on experience
1358,Temp Receptionists/Administrators - Ad Agencies/Music Companies,Auckland,Auckland Central,50488787,standard,https://www.seek.co.nz/job/50488787?type=standard#searchRequestToken=c72586f9-0dac-4946-aece-05704e6044c5,Metro Recruitment Ltd,0,0,2022-11-27 16:59,administration & office support,receptionists,
1359,Graduates With Office Administration Experience!,Wellington,,50481639,standout,https://www.seek.co.nz/job/50481639?type=standout#searchRequestToken=c72586f9-0dac-4946-aece-05704e6044c5,GBL Personnel,0,0,2022-11-26 16:59,administration & office support,administrative assistants,
